ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest,Location 1
479,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha,WC - Khayelitsha,"-34.03868,18.677083",Spine Road,Spine Road,09/09/2013 12:00:00 AM,09/09/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,1,"Numsa, which claims to represent 70 000 workers in motor services, has demanded, among other things, a double-digit increase in wages. It issued a strike notice last Thursday.","9
(-34.038679, 18.677083)"
480,Western Cape - City of Cape Town,1,0,Cape Town,RMI office - Parow,WC - Parow,"-33.90745,18.588661",19 Picton street,19 Picton Street,09/09/2013 12:00:00 AM,09/09/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,1,"Numsa, which claims to represent 70 000 workers in motor services, has demanded, among other things, a double-digit increase in wages. It issued a strike notice last Thursday. Members of the Fuel Retailers Association have reverted to a seven-percent offer after their offer of 9.5 percent was rejected last week. The RMI has offered a five-percent increase.","9
(-33.907449, 18.58866)"
481,Gauteng - City of Johannesburg,1,0,Johannesburg,Diepsloot,GP - Cosmo City,"-25.939489,28.019971",R511,R511,09/09/2013 12:00:00 AM,09/09/2013 12:00:00 AM,1,Labour related,4,Violent,1,5,"A man was shot and wounded, and commuters were left stranded, when taxi drivers went on strike in Diepsloot. The drivers were demanding they be promoted to taxi owners, said SA National Taxi Council (Santaco) deputy secretary-general Bafana Magagula. ”It is not clear whether the strike has ended","3
(-25.939488, 28.019971)"
482,Gauteng - City of Johannesburg,1,0,Johannesburg,Lawley,GP - Lenasia,"-26.387941,27.802646",Walter Road,9th Ave,09/09/2013 12:00:00 AM,09/09/2013 12:00:00 AM,-1,Service delivery,9,Violent,1,3,"Lawley residents in southern Johannesburg took to the streets, barricading streets with burning tyres and rocks in protest against taxi fare increases.","3
(-26.387941, 27.802645)"
492,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Port Elizabeth Hospital Complex,EC - New Brighton,"-33.957754,25.597435",Cape Road,Eastbourne Road,09/09/2013 12:00:00 AM,09/10/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,Routine maintenance work at the Port Elizabeth Hospital Complex's public medical facilities has been suspended as contractors have not been paid since June. The maintenance includes the servicing of lifts and medical equipment.,"1
(-33.957754, 25.597435)"
498,Eastern Cape - Mnquma,0,1,East London,Mthatha,EC - Mthatha,"-31.585993,28.790174",Sutherland Street,Durban Road,09/09/2013 12:00:00 AM,09/09/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,"Workers are demanding a R30 an hour increase across the board as well as a range of additional benefits, while employers are offering a 7% increase across the board, down from an initial 9.5%, without benefits.","1
(-31.585992, 28.790174)"
501,North West - Tlokwe City Council,0,0,Potchefstroom,Tlokwe - Ward 26,NW - Potchefstroom,"-26.721492,27.040865",Lekhele Street,Lekhele Street,09/09/2013 12:00:00 AM,09/09/2013 12:00:00 AM,0,Election related,3,Violent,1,5,Residents in a squatter camp at Tlokwe in North West forced a high-profile ANC delegation led by ANC deputy president Cyril Ramaphosa to flee. Ramaphosa was accompanied by ANC North West provincial chairman Supra Mahumapelo when they were confronted by angry residents who accused the ANC of visiting them only to get their votes.,"5
(-26.721492, 27.040865)"
577,Gauteng - Ekurhuleni,1,0,Johannesburg,Tsakane Extension 17,GP - Tsakane,"-26.371147,28.375404",Tsakane street,Ndabezitha street,09/09/2013 12:00:00 AM,09/09/2013 12:00:00 AM,0,Xenophobia,8,Violent,1,3,"A mob of Tsakane residents stormed tuck shops owned by foreigners, smashing windows and stealing stock following allegations that foreigner and tuckshop owner was pouring poison into a water reservoir in Duduza","3
(-26.371147, 28.375404)"
636,Gauteng - City of Johannesburg,1,0,Johannesburg,ANC's Luthuli House headquarters - Johannesburg,GP - Johannesburg Central,"-26.204089,28.038091",54 Sauer Street,President Street,09/09/2013 12:00:00 AM,09/09/2013 12:00:00 AM,0,Political causes,5,Peaceful,0,5,"The Right2Know Campaign held a protest on the street corner, over a lack of protection for whistle-blowers and the secrecy bill.","3
(-26.204089, 28.038091)"
489,Gauteng - City of Johannesburg,1,0,Johannesburg,South Gauteng High Court - Johannesburg,GP - Johannesburg Central,"-26.202513,28.04524",Pritchard Street,Kruis Street,09/10/2013 12:00:00 AM,09/10/2013 12:00:00 AM,0,Political causes,5,Peaceful,0,5,"Members of various Union, Cosatu affiliates, packed the South Guateng High court in Support of Vavi ahead of Numsa's application to have Vavi's suspension overturned.","3
(-26.202513, 28.04524)"
494,Gauteng - City of Johannesburg,1,0,Roodepoort,Roodepoort - CBD,GP - Roodepoort,"-26.161755,27.872114",Hamberg Road,4th St,09/10/2013 12:00:00 AM,09/10/2013 12:00:00 AM,1,Labour related,4,Violent,1,3,A large group of angry National Union of Metalworkers of South Africa (Numsa) members in their red union t-shirts literally painted the town a violent red as they marched through the CBD intimidating those they felt are betraying their cause. The group assumedly consisted largely of petrol attendants who have now joined their cohorts strike for higher wages. The petrol attendants are demanding a R30 an hour increase across the board.,"3
(-26.161754, 27.872114)"
502,Gauteng - City of Johannesburg,1,0,Johannesburg,Wits Great Hall,GP - Johannesburg Central,"-26.191874,28.030242",3 Jorissen street,Yale Road,09/10/2013 12:00:00 AM,09/10/2013 12:00:00 AM,0,Political causes,5,Violent,1,5,Tempers flared as activists and mine workers were thrown out of a lecture by African National Congress ANC Deputy President Cyril Ramaphosa. The activists and mine workers from the Marikana support campaign were disappointed that Ramaphosa did not address the Marikana massacre of 34 miners in his lecture.,"3
(-26.191873, 28.030242)"
503,Gauteng - Ekurhuleni,1,0,Kempton Park,Kempton Park,GP - Kempton Park,"-26.109231,28.238458",Voortrekker Road,Voortrekker Road,09/10/2013 12:00:00 AM,09/10/2013 12:00:00 AM,1,Labour related,4,Violent,1,3,Demanding better wages and working conditions. A Kempton Express journalist's camera was smashed to pieces by angry striking petrol attendants.,"3
(-26.109231, 28.238458)"
504,Gauteng - Ekurhuleni,1,0,Alberton,Albert Service station - Alberton,GP - Alberton,"-26.251576,28.110134",Voortrekker Road,west ring roads,09/10/2013 12:00:00 AM,09/11/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,Demanding better wages and working conditions. A Kempton Express journalist's camera was smashed to pieces by angry striking petrol attendants.,"3
(-26.251576, 28.110133)"
513,Western Cape - City of Cape Town,1,0,Cape Town,Leeuwrivier farm,WC - Cape Town Central,"-33.651406,19.038318",Cummings Street,R301,09/10/2013 12:00:00 AM,09/11/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"The owner of Leeuwrivier farm, Mr. David Bell in Wellington, near Cape Town has instituted an illegal lock-out against seven of his farm workers, yesterday morning after they refused to dispose of the human waste from the primitive pit latrines used by workers on the farm. Workers got fed up of the filthy toilets on Monday afternoon after the farmer instructed them to burn the human waste and they refused, calling for better facilities.","9
(-33.651406, 19.038318)"
522,Western Cape - City of Cape Town,1,0,Cape Town,Grassy Park,WC - Grassy Park,"-34.044232,18.503888",5th Avenue,5th Avenue,09/10/2013 12:00:00 AM,09/10/2013 12:00:00 AM,1,Labour related,4,Violent,1,3,"Numsa is demanding a double-digit across the board increase, a R6 000 minimum wage in 2016 and a nightshift allowance. Management has offered between 7 and 7.5 percent across the board. Petrol attendant was beaten by several people while on duty at a petrol station in 5th Avenue garage in Grassy Park, died following an attack allegedly linked to the ongoing strike.","9
(-34.044232, 18.503888)"
500,Gauteng - City of Johannesburg,1,0,Johannesburg,Zuurbekom - Waterworks informal settlement,GP - Lenasia,"-26.301696,27.859281",N12,Impala Road,09/11/2013 12:00:00 AM,09/11/2013 12:00:00 AM,0,Service delivery,9,Violent,1,3,Violent service delivery protests erupted as chaotic as hundreds of community members from the Waterworks informal settlement clashed with police.,"3
(-26.301696, 27.85928)"
507,Gauteng - Ekurhuleni,1,0,Benoni,Benoni Magistrates Court,GP - Benoni,"-26.192913,28.318976",Tom Jones,Harpur Ave,09/11/2013 12:00:00 AM,09/11/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"It is not very clear what are the main reasons behind the protest. We are going to organise protests until the metro listens to all your needs and if they don't listen we will set our own rules; we will make Ekurhuleni ungovernable,"" said Mosome, , EFF national Youth commander in chief.","3
(-26.192913, 28.318975)"
509,KwaZulu Natal - eThekwini,1,0,Durban,King Dinizulu Statue,KZN - Durban Central,"-29.853365,31.000317",King Dinizulu Rd,King Dinizulu Rd,09/11/2013 12:00:00 AM,09/11/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,NUMSA general secretary Irvin Jim leads workers in a march to City Hall where a Memorandum of Demands will be handed to the FRA and RMI,"6
(-29.853365, 31.000316)"
511,Free State - Mangaung,0,0,Bloemfontein,Mangaung Prison,FS - Mangaung,"-29.184226,26.269949",Dewetsdorp Street,Dewetsdorp street,09/11/2013 12:00:00 AM,09/12/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,3,"Prison warders protested outside Mangaung Prison in Bloemfontein. The warders, who were employed by a security company, were angry about the suspension of a fellow employee.","2
(-29.184225, 26.269949)"
516,Western Cape - City of Cape Town,1,0,Cape Town,Maccasar,WC - Macassar,"-34.047766,18.751242",Kramat Road,N2,09/11/2013 12:00:00 AM,09/11/2013 12:00:00 AM,1,Labour related,4,Violent,1,3,"Continued dispute between employers and the National Union of Mineworkers (NUM) continue to seek a wage settlement, embarked on strikers in the civil engineering sector .","9
(-34.047766, 18.751242)"
517,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town Civic Centre,WC - Cape Town Central,"-33.920524,18.428856",Hertzog Blvd,DF Malan St,09/11/2013 12:00:00 AM,09/11/2013 12:00:00 AM,1,Service delivery,9,Peaceful,0,3,"Social Justice Coalition (SJC) and Treatment Action Campaign activists had chained themselves to railings outside the centre, refusing to budge until the mayor spoke to them about sanitation problems in Khayelitsha. TAC founder Zackie Achmat and 20 other activists were arrested by police and held for several hours before being released late on Wednesday night.","9
(-33.920524, 18.428856)"
518,Gauteng - City of Tshwane,1,0,Pretoria,Hatfield - Caltex service station,GP - Brooklyn,"-25.744652,28.235834",Stanza Bopape street,Stanza Bopape Street,09/11/2013 12:00:00 AM,09/11/2013 12:00:00 AM,1,Labour related,4,Violent,1,3,"A Pretoria petrol attendant had a lucky escape on Wednesday after his striking colleagues pursued him from a Caltex service station, where he was working, to a nightclub where he was saved by police. This is a continued wage strike by petrol attendance nation wide.","3
(-25.744651, 28.235834)"
520,Gauteng - City of Johannesburg,1,0,Johannesburg,Kya Sands,GP - Cosmo City,"-26.028221,27.945499",Malibongwe Drive,River Roads,09/11/2013 12:00:00 AM,09/11/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"It is believed the residents, who barricaded roads including Malibongwe Drive near Cosmo City with rocks and burning tyres, are unhappy about the allocation of housing. The protest follows a fire that gutted 50 shacks, killing two people in the informal settlement on Sunday.","3
(-26.02822, 27.945499)"
558,Gauteng - City of Tshwane,1,0,Pretoria,Woodlands cemetery,GP - Brooklyn,"-25.824935,28.315506",Garsfontein road,Woodlake drive,09/11/2013 12:00:00 AM,09/11/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,5,"Man was found dead and his hands cut off, as a result of a mob justice by the residents of a squatter camp, resident had enough of a man's criminal activities.","3
(-25.824935, 28.315505)"
508,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg - City Hall,GP - Johannesburg Central,"-26.204219,28.041609",President street,Rissik Street,09/12/2013 12:00:00 AM,09/12/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,Continued nation wide strike by petrol attendants led by NUMSA demanding a salary increase.,"3
(-26.204218, 28.041609)"
514,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria Union Building,GP - Pretoria Central,"-25.74339,28.210263",Stanza Bopape street,Vermeulen Street,09/12/2013 12:00:00 AM,09/12/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"A march to demand that the state pay for lawyers for survivors of the Marikana shootings started. The marchers, under the banner of Citizens4Marikana,  march to the Union Buildings to appeal directly to President Jacob Zuma for funding for the lawyers.","3
(-25.74339, 28.210263)"
519,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town Magistrate’s Court,WC - Cape Town Central,"-33.908893,18.565234",Voortrekker Road,Voortrekker Road,09/12/2013 12:00:00 AM,09/12/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Domestic Workers protest against Racist, Mandela-hating, Face Spitting “white” man appearing in Magistrate’s Court. Domestic Worker Gloria Kente was called a {“K…..r”, manhandled and spat in the face; then told that “you are a k….r and pathetic because you stole our land”; and “I wish that cripple Mandela would die”;] - by a ruthless white man, in the home of her employer.","9
(-33.908892, 18.565234)"
510,Eastern Cape - Buffalo City,0,0,Bisho,Provincial Dep of Health - Bisho,EC - Bhisho,"-32.851255,27.438114",Siwane Street,Independence Street,09/13/2013 12:00:00 AM,09/13/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,Health Crisis Action Coalition was marching on Friday to push for drastic action in the Eastern Cape health care system.,"1
(-32.851255, 27.438113)"
523,Western Cape - City of Cape Town,1,0,Cape Town,Steenberg,WC - Steenberg,"-34.07511,18.457122",Military Road,Military Road,09/13/2013 12:00:00 AM,09/13/2013 12:00:00 AM,1,Labour related,4,Violent,1,3,"Numsa is demanding a double-digit across the board increase, a R6 000 minimum wage in 2016 and a nightshift allowance. Management has offered between 7 and 7.5 percent across the board.","9
(-34.07511, 18.457121)"
515,KwaZulu Natal - eThekwini,1,0,Durban,Durban; Mariannhill toll plaza,KZN - Durban Central,"-29.740252,30.633818",M13,M13,09/14/2013 12:00:00 AM,09/14/2013 12:00:00 AM,0,Transport related,6,Peaceful,0,5,Lobby group Bikers Against Tolls opposes the tolling of motorcyclists using urban and national highways. Bikers across the country embark on mass protest rides to various tollgates. BAT has demanded a free open lane for motorcycles on all national roads.,"6
(-29.740252, 30.633818)"
521,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,KwaZakhele and New Brighton,EC - New Brighton,"-33.899464,25.603718",Ntintili Street,Ntintili Street,09/14/2013 12:00:00 AM,09/15/2013 12:00:00 AM,0,Xenophobia,8,Violent,1,5,"Several shops belonging to Somali nationals in KwaZakhele and New Brighton, were looted and burnt at the weekend. The attacks followed the arrest of a Somali national after he allegedly shot and killed a man outside a shop on Saturday evening.","1
(-33.899464, 25.603718)"
532,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD - Department of Labour,GP - Pretoria Central,"-25.749458,28.189103",Francis Baard Street,Francis Baard Street,09/16/2013 12:00:00 AM,09/16/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,1,Private security guards have joined the list of employees around the country who have gone on strike over wage increases. Gauteng security guards took part in a march on Monday to press demands that their salaries be increased to R7 500. The guards said they were not organised by a union for the march.,"3
(-25.749458, 28.189102)"
536,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Kwadwesi, Missionvale, Swartkops and Motherwell",EC - Kwadwesi,"-33.7988,25.586036",Tyinira street,Tyinira street,09/16/2013 12:00:00 AM,09/17/2013 12:00:00 AM,0,Xenophobia,8,Violent,1,3,The protests broke out after a Somali man was arrested for allegedly shooting a man dead outside a shop on Saturday evening.,"1
(-33.7988, 25.586036)"
584,KwaZulu Natal - Mtubatuba,0,1,Richardsbay,Somkhele anthracite mine (Petmin),KZN - Richards Bay,"-28.779997,32.038351",Johnn Ross Parkway,Johnn Ross Parkway,09/16/2013 12:00:00 AM,10/17/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"About 100 workers employed by the mine’s operator, Tendele Coal Mining, downed tools on September 16, after reaching an impasse in negotiations over wages and employee benefits. On September 27, a further 320 workers joined the strike.","6
(-28.779997, 32.03835)"
531,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town city centre,WC - Cape Town Central,"-33.924453,18.425313",Castle Street,Castle Street,09/17/2013 12:00:00 AM,09/17/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"Parking marshals in the Cape Town city centre have revealed shocking details of the conditions under which they work. They say they are charged for the shortfall if they do not make their daily quotas, and complain about having to clean the toilets at their employer’s office for no extra pay, being forced to pay for the use of dirty uniforms, and are body-searched to see whether they are concealing any takings at the end of a day’s work. Dozens of protesting marshals picketed outside their employer’s offices on Castle Street on Monday.","9
(-33.924453, 18.425312)"
569,Limpopo - Thabazimbi,0,1,Thabazimbi,Anglo American Platinum's (Amplats’) Tumela mine,LP - Thabazimbi,"-24.826703,27.285047",R510,R510,09/27/2013 12:00:00 AM,10/01/2013 12:00:00 AM,-1,Labour related,4,Violent,1,5,"Amcu members downed tools on Friday protesting against the retrenchment of 3,300","8
(-24.826702, 27.285046)"
533,KwaZulu Natal - eThekwini,1,0,Durban,Durban - Howard College campus,KZN - Durban Central,"-29.867498,30.98049",King George V Avenue,King George V Avenue,09/17/2013 12:00:00 AM,09/17/2013 12:00:00 AM,0,Education related,2,Violent,1,5,Students embarked on illegal protest action on the Howard College campus. The protest action began at Louis Botha residence. Students disrupted the academic programme and every effort will be made to ensure that the impact on students is minimised. At this stage the reasons for the protest action are not known.,"6
(-29.867498, 30.98049)"
524,Gauteng - Westonaria,0,0,Johannesburg,Bekkersdal,GP - Westonaria,"-26.282911,27.704255",Panya Pan street,Khomo Ea street,09/18/2013 12:00:00 AM,09/18/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Residents of Bekkersdal, in the Westonaria municipality, have taken to the streets in demand of better service delivery. They called for the resignation of some councillors and employees of the municipality.","3
(-26.28291, 27.704255)"
548,KwaZulu Natal - eThekwini,1,0,Durban,Isipingo,KZN - Isipingo,"-29.999395,30.944878",Delta Road,Delta Road,09/20/2013 12:00:00 AM,09/20/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"The community of Isipingo burnt down a library and burnt tyres on a main road connecting Isipingo and surrounding towns, allegedly protesting service delivery in the area.","6
(-29.999395, 30.944877)"
528,Gauteng - City of Johannesburg,1,0,Johannesburg,Lenasia ext 11,GP - Lenasia,"-26.333788,27.83695",Bangalore Drive,Karachi street,09/21/2013 12:00:00 AM,09/21/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Parents and their children hold placards in Lenasia ext. 11 during Gauteng Premier Nomvula Mokonyane and Community Safety and Security MEC Faith Mazibuko's visit to the area. The community of Lenasia, is reeling following the brutal murders of two of its senior citizens. Crime has been steadily increasing in Lenasia. Mokonyane called on residents to join police in the fight against crime.","3
(-26.333787, 27.83695)"
557,KwaZulu Natal - eThekwini,1,0,Durban,McCord Hospital,KZN - Durban Central,"-29.837973,30.996797",Peter Mokaba st,McCord ridge,09/21/2013 12:00:00 AM,09/21/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"“HOOT to save McCord” read the placard and the majority of motorists passing the entrance to Durban’s McCord Hospital yesterday morning sounded their horns in response. The placard was one of several displayed by hospital staff protesting on the corner of Peter Mokaba and McCord roads, Overport, after the hospital’s lawyers said the 104-year-old facility would be closed from 8 am yesterday.","6
(-29.837973, 30.996797)"
581,Eastern Cape - Buffalo City,0,0,East London,Duncan Village - Gompo Hall,EC - Duncan Village,"-33.006977,27.876562",Ndende street,Bokwe street,09/22/2013 12:00:00 AM,09/22/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,"A riot erupted in Duncan Village on Sunday night, allegedly after tensions boiled over at an ANC meeting in Ward 2. According to community members, tensions exploded between those in favour of Ward 2 ANC councilor Mlandeli Mateke and those who opposed him.","1
(-33.006976, 27.876562)"
543,Gauteng - Westonaria,0,0,Johannesburg,"Randfontein - OR Tambo informal settlements,Brandvlei",GP - Randfontein,"-26.133306,27.583364",N14,N14,09/23/2013 12:00:00 AM,09/23/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,"According to residents of the area, they demand proper service delivery in the form of housing, proper sanitation and the provision of water and electricity from the Randfontein Local Municipality. Residents also say that they are fed up of having to live in shacks while there are vacant RDP houses nearby.","3
(-26.133306, 27.583364)"
545,Limpopo - Thulamela,0,1,Malamulele,Mashobye,LP - Malamulele,"-22.974041,30.894042",Not applicable,Not applicable,09/23/2013 12:00:00 AM,09/23/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,5,"The suspect, who is a mental care patient, allegedly beheaded Mr. Mackson Maluleke and castrated him with a panga before beating Ms. Jhakajhaka Hlungwani to death with a plank. The suspect was severely assaulted by the community before being rescued by the police, who took him into custody.","8
(-22.974041, 30.894041)"
527,Gauteng - City of Johannesburg,1,0,Johannesburg,Braamfontein,GP - Johannesburg Central,"-26.191257,28.039466",Simmonds Street,Sauer Street,09/25/2013 12:00:00 AM,09/25/2013 12:00:00 AM,1,Service delivery,9,Peaceful,0,1,"Members of the SA Communist Party in Gauteng marched in protest against housing corruption. Residents of Alexandra, Lenasia, Lolly, Motsoaledi, Newtown, Orange Farm, and Zamimpilo took part in the protest to highlight serious problems of housing and service delivery backlogs. They say many people had been evicted from houses owned by the Johannesburg Housing Company (JHC) throughout Gauteng.","3
(-26.191257, 28.039466)"
526,Gauteng - City of Tshwane,1,0,Pretoria,Muckleneuck - Unisa main campus,GP - Sunnyside,"-25.768069,28.199875",Preller street,Preller Street,09/26/2013 12:00:00 AM,09/26/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"Members of the EFF and Sasco jointly with Nehawu insulted one another, and a scuffle resulted in Sasco members being injured at Unisa campus, where Julius was due to speak on land distribution.","3
(-25.768069, 28.199874)"
525,Gauteng - Westonaria,0,0,Johannesburg,Bekkersdal,GP - Westonaria,"-26.286797,27.696605",Khomo Ea street,R93,09/27/2013 12:00:00 AM,09/27/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"According to police, protesters' professed grievance of poor sewerage infrastructure was a “disguise”, protesters are making more political demands which would be impossible to discuss or address.","3
(-26.286797, 27.696605)"
529,North West - Rustenburg,0,1,Rustenburg,Anglo American Platinum (Amplats),NW - Marikana,"-25.703683,27.472125",Do not know,Do not know,09/27/2013 12:00:00 AM,09/27/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,2,"Amcu members at Amplats Rustenburg operations downed tools on Friday, demanding that the company not retrench 3300 workers.","5
(-25.703683, 27.472124)"
632,KwaZulu Natal - eThekwini,1,0,Durban,Isipingo - Transit Camp informal setlement,KZN - Isipingo,"-29.993485,30.929343",N2,Prospecton Road,09/27/2013 12:00:00 AM,09/27/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,Residents from an informal settlement known as Transit Camp were protesting over poor service delivery.,"6
(-29.993485, 30.929342)"
568,Gauteng - City of Johannesburg,1,0,Johannesburg,Soweto - Credo Mutwa Cultural Village,GP - Jabulani,"-26.242925,27.870484",Bochabela Street,Ramonotsi street,09/28/2013 12:00:00 AM,09/28/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"The march expresses and celebrates the rights of the lesbian, gay, bisexual, transgender, intersex and asexual community.","3
(-26.242925, 27.870484)"
550,Gauteng - City of Johannesburg,1,0,Johannesburg,Parkwood - Zoo Lake,GP - Rosebank,"-26.158192,28.028535",43 Lower Park Dr,Westwold Wy,09/29/2013 12:00:00 AM,09/29/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,People marched to protest ‘rape culture’ at Slutwalk Johannesburg.,"3
(-26.158192, 28.028535)"
530,KwaZulu Natal - eThekwini,1,0,Durban,Cato Manor,KZN - Cato Manor,"-29.859925,30.968782",Bellair Road,Bellair Road,09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM,0,Service delivery,9,Violent,1,3,"Mnikelo Ntabankulu, spokesman for shack dweller movement Abahlali baseMjondolo, said the protest was centered on the non-delivery of houses to the area.","6
(-29.859925, 30.968782)"
534,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria West - Mooiplaas informal settlement,GP - Pretoria West,"-25.77261,28.114264",R55,R55,09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,The protesters were meeting community leaders and officials of the Tshwane metro. The protest was believed to have been related to service delivery grievances.,"3
(-25.77261, 28.114263)"
535,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town - Provincial legislature,WC - Cape Town Central,"-33.924199,18.418742",7 Wale Street,Queen victoria street,09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM,1,Service delivery,9,Peaceful,0,3,"Marchers from informal settlements across the Cape Flats gathered in the CBD for a march on the provincial legislature. The protest was led by former ANC ward councilor Andile Lili. “Today we are converging the issues of sanitation and land. We will hand over a memorandum to the Department of Human Settlements,” Lili said. Memorandum calls for vacant tracts of land near Rondebosch to be made available for housing (for people who live in shacks on the Cape Flats wetlands).","9
(-33.924199, 18.418742)"
539,Gauteng - City of Johannesburg,1,0,Johannesburg,SAB - Newtown,GP - Jeppe,"-26.203839,28.032473",Mariam Makeba street,Jepee street,09/30/2013 12:00:00 AM,10/01/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,4,"Workers at SA Breweries plants across the country embarked on a strike on Monday, the Food and Allied Workers Union said. Fawn wanted a 9.5% wage increase, SAB was offering an increase of 5.5% “officially”.   SAB said in a statement it had offered a 7% increase.","3
(-26.203838, 28.032473)"
540,Gauteng - City of Tshwane,1,0,Pretoria,SAB Packaging - Centurion,GP - Lyttelton,"-25.852938,28.167452",Moreletta street,Storms road,09/30/2013 12:00:00 AM,10/01/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Workers at SA Breweries plants across the country embarked on a strike on Monday, the Food and Allied Workers Union said. Fawn wanted a 9.5% wage increase, SAB was offering an increase of 5.5% “officially”.   SAB said in a statement it had offered a 7% increase.","3
(-25.852938, 28.167452)"
541,Gauteng - City of Johannesburg,1,0,Sandton,Sandown,GP - Sandton,"-26.104057,28.049383",65 Park Lane,65 Park Lane,09/30/2013 12:00:00 AM,10/01/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Workers at SA Breweries plants across the country embarked on a strike on Monday, the Food and Allied Workers Union said. Fawn wanted a 9.5% wage increase, SAB was offering an increase of 5.5% “officially”.   SAB said in a statement it had offered a 7% increase.","3
(-26.104057, 28.049382)"
542,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town - Newlands,WC - Cape Town Central,"-33.971915,18.46523",3 Main road,3 Main road,09/30/2013 12:00:00 AM,10/01/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Workers at SA Breweries plants across the country embarked on a strike on Monday, the Food and Allied Workers Union said. Fawn wanted a 9.5% wage increase, SAB was offering an increase of 5.5% “officially”.   SAB said in a statement it had offered a 7% increase.","9
(-33.971915, 18.465229)"
544,Gauteng - Westonaria,0,0,Johannesburg,Randfontein - Connie Mulder centre - Wilbotsdal,GP - Westonaria,"-26.152896,27.676737",Katherine Road,Betty street,09/30/2013 12:00:00 AM,09/30/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Workers of the Connie Mulder centre embarked on a protest action outside the business premises to demonstrate their anger towards what they call a ridiculous pay, workers, most of them earn between R1600 and R3000 per month. they are also fed up with not only the salary we get from management, but the treatment as well. They are calling for an increase of 7,5 per cent for workers who earn less than R3000 and 6,3 per cent for those who receive R3000 and more.","3
(-26.152895, 27.676736)"
576,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town provincial legislature,WC - Strand,"-33.923614,18.417946",Long street,Wale street,10/01/2013 12:00:00 AM,10/01/2013 12:00:00 AM,1,Service delivery,9,Peaceful,0,5,"Informal settlement residents of strand took to the streets demanding basic services. They want, among other things, houses to be built on open pieces of land across the Western Cape.","9
(-33.923614, 18.417946)"
